rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,23,23,0,2017-07-08,2017,27
2,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,8,1,2017-07-08,2017,27
3,That's What I Like,Bruno Mars,1,23,1,2017-07-08,2017,27
4,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,-,1,-,2017-07-08,2017,27
5,Shape Of You,Ed Sheeran,4,1,24,2017-07-08,2017,27
6,Humble.,Kendrick Lamar,5,1,12,2017-07-08,2017,27
7,Mask Off,Future,6,5,18,2017-07-08,2017,27
8,Congratulations,Post Malone Featuring Quavo,9,26,9,2017-07-08,2017,27
9,Something Just Like This,The Chainsmokers & Coldplay,7,3,18,2017-07-08,2017,27
10,Stay,Zedd & Alessia Cara,8,7,17,2017-07-08,2017,27
11,Believer,Imagine Dragons,15,20,15,2017-07-08,2017,27
12,XO TOUR Llif3,Lil Uzi Vert,10,7,13,2017-07-08,2017,27
13,Body Like A Back Road,Sam Hunt,11,6,21,2017-07-08,2017,27
14,Redbone,Childish Gambino,29,29,0,2017-07-08,2017,27
15,Issues,Julia Michaels,13,11,22,2017-07-08,2017,27
16,Unforgettable,French Montana Featuring Swae Lee,18,11,18,2017-07-08,2017,27
17,Say You Won't Let Go,James Arthur,12,11,35,2017-07-08,2017,27
18,It Ain't Me,Kygo x Selena Gomez,17,10,19,2017-07-08,2017,27
19,There's Nothing Holdin' Me Back,Shawn Mendes,18,9,18,2017-07-08,2017,27
20,Bad Liar,Selena Gomez,23,6,23,2017-07-08,2017,27
21,Now Or Never,Halsey,20,20,11,2017-07-08,2017,27
22,Malibu,Miley Cyrus,25,10,7,2017-07-08,2017,27
23,Castle On The Hill,Ed Sheeran,21,6,24,2017-07-08,2017,27
24,Slow Hands,Niall Horan,8,8,0,2017-07-08,2017,27
25,Attention,Charlie Puth,27,9,27,2017-07-08,2017,27
26,iSpy,KYLE Featuring Lil Yachty,22,4,22,2017-07-08,2017,27
27,Rolex,Ayo & Teo,26,20,19,2017-07-08,2017,27
28,2U,David Guetta Featuring Justin Bieber,16,16,2,2017-07-08,2017,27
29,Magnolia,Playboi Carti,33,8,33,2017-07-08,2017,27
30,Location,Khalid,28,16,24,2017-07-08,2017,27
31,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,30,29,14,2017-07-08,2017,27
32,In Case You Didn't Know,Brett Young,31,19,20,2017-07-08,2017,27
33,Closer,The Chainsmokers Featuring Halsey,34,1,47,2017-07-08,2017,27
34,Strip That Down,Liam Payne Featuring Quavo,44,5,44,2017-07-08,2017,27
35,Slippery,Migos Featuring Gucci Mane,36,13,36,2017-07-08,2017,27
36,DNA.,Kendrick Lamar,32,4,10,2017-07-08,2017,27
37,Everyday We Lit,YFN Lucci Featuring PnB Rock,11,11,0,2017-07-08,2017,27
38,Bad And Boujee,Migos Featuring Lil Uzi Vert,35,1,32,2017-07-08,2017,27
39,Goosebumps,Travis Scott,38,32,32,2017-07-08,2017,27
40,24K Magic,Bruno Mars,39,4,37,2017-07-08,2017,27
41,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,42,12,42,2017-07-08,2017,27
42,Sign Of The Times,Harry Styles,29,4,11,2017-07-08,2017,27
43,Hurricane,Luke Combs,31,19,31,2017-07-08,2017,27
44,Tunnel Vision,Kodak Black,40,6,18,2017-07-08,2017,27
45,Scars To Your Beautiful,Alessia Cara,49,8,43,2017-07-08,2017,27
46,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,51,13,51,2017-07-08,2017,27
47,T-Shirt,Migos,41,19,23,2017-07-08,2017,27
48,Passionfruit,Drake,45,8,14,2017-07-08,2017,27
49,Slide,Calvin Harris Featuring Frank Ocean & Migos,46,25,17,2017-07-08,2017,27
50,The Fighter,Keith Urban Featuring Carrie Underwood,47,38,20,2017-07-08,2017,27
51,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",-,1,-,2017-07-08,2017,27
52,First Day Out,Tee Grizzley,56,12,56,2017-07-08,2017,27
53,Craving You,Thomas Rhett Featuring Maren Morris,52,52,12,2017-07-08,2017,27
54,Crying In The Club,Camila Cabello,55,47,5,2017-07-08,2017,27
55,4 AM,2 Chainz Featuring Travis Scott,84,3,84,2017-07-08,2017,27
56,My Girl,Dylan Scott,60,9,60,2017-07-08,2017,27
57,The Cure,Lady Gaga,48,39,10,2017-07-08,2017,27
58,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",95,2,95,2017-07-08,2017,27
59,Every Time I Hear That Song,Blake Shelton,61,7,61,2017-07-08,2017,27
60,Look At Me!,XXXTENTACION,54,34,20,2017-07-08,2017,27
61,First Day Out,Kodak Black,-,1,-,2017-07-08,2017,27
62,Love.,Kendrick Lamar Featuring Zacari,58,18,10,2017-07-08,2017,27
63,Felices Los 4,Maluma,65,6,65,2017-07-08,2017,27
64,Drinkin' Problem,Midland,67,7,67,2017-07-08,2017,27
65,How Not To,Dan + Shay,57,57,12,2017-07-08,2017,27
66,Privacy,Chris Brown,69,8,69,2017-07-08,2017,27
67,You Look Good,Lady Antebellum,59,59,11,2017-07-08,2017,27
68,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,8,47,2017-07-08,2017,27
69,Loyalty.,Kendrick Lamar Featuring Rihanna,74,14,10,2017-07-08,2017,27
70,Good Drank,2 Chainz x Gucci Mane x Quavo,94,15,94,2017-07-08,2017,27
71,Cold,Maroon 5 Featuring Future,64,16,19,2017-07-08,2017,27
72,Portland,Drake Featuring Quavo & Travis Scott,66,9,14,2017-07-08,2017,27
73,Flatliner,Cole Swindell,72,72,9,2017-07-08,2017,27
74,Weak,AJR,73,73,7,2017-07-08,2017,27
75,Small Town Boy,Dustin Lynch,76,3,76,2017-07-08,2017,27
76,If I Told You,Darius Rucker,63,53,10,2017-07-08,2017,27
77,No Promises,Cheat Codes Featuring Demi Lovato,74,6,74,2017-07-08,2017,27
78,To The Max,DJ Khaled Featuring Drake,53,53,3,2017-07-08,2017,27
