rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,Look What You Made Me Do,Taylor Swift,77,2,77,2017-09-16,2017,37
2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,33,2017-09-16,2017,37
3,Bodak Yellow (Money Moves),Cardi B,9,9,0,2017-09-16,2017,37
4,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,11,2017-09-16,2017,37
5,Attention,Charlie Puth,19,19,0,2017-09-16,2017,37
6,Believer,Imagine Dragons,4,4,30,2017-09-16,2017,37
7,Unforgettable,French Montana Featuring Swae Lee,6,3,21,2017-09-16,2017,37
8,There's Nothing Holdin' Me Back,Shawn Mendes,7,6,19,2017-09-16,2017,37
9,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,29,18,29,2017-09-16,2017,37
10,Strip That Down,Liam Payne Featuring Quavo,11,15,11,2017-09-16,2017,37
11,Shape Of You,Ed Sheeran,9,1,34,2017-09-16,2017,37
12,Bank Account,21 Savage,8,8,0,2017-09-16,2017,37
13,Rake It Up,Yo Gotti Featuring Nicki Minaj,10,10,9,2017-09-16,2017,37
14,Humble.,Kendrick Lamar,19,1,22,2017-09-16,2017,37
15,Slow Hands,Niall Horan,14,14,18,2017-09-16,2017,37
16,XO TOUR Llif3,Lil Uzi Vert,25,7,23,2017-09-16,2017,37
17,That's What I Like,Bruno Mars,8,1,33,2017-09-16,2017,37
18,Sorry Not Sorry,Demi Lovato,8,8,0,2017-09-16,2017,37
19,Body Like A Back Road,Sam Hunt,13,6,31,2017-09-16,2017,37
20,Feel It Still,Portugal. The Man,23,11,23,2017-09-16,2017,37
21,Congratulations,Post Malone Featuring Quavo,15,8,36,2017-09-16,2017,37
22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,11,20,2017-09-16,2017,37
23,Mi Gente,J Balvin & Willy William Featuring Beyonce,24,21,9,2017-09-16,2017,37
24,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",16,1,18,2017-09-16,2017,37
25,Redbone,Childish Gambino,17,12,39,2017-09-16,2017,37
26,Something Just Like This,The Chainsmokers & Coldplay,21,3,28,2017-09-16,2017,37
27,Praying,Kesha,28,22,8,2017-09-16,2017,37
