rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,Panda,Desiigner,10,10,0,2016-05-14,2016,19
2,One Dance,Drake Featuring WizKid & Kyla,3,4,3,2016-05-14,2016,19
3,7 Years,Lukas Graham,2,2,15,2016-05-14,2016,19
4,Purple Rain,Prince And The Revolution,17,2,18,2016-05-14,2016,19
5,I Took A Pill In Ibiza,Mike Posner,15,15,0,2016-05-14,2016,19
6,Work,Rihanna Featuring Drake,4,1,14,2016-05-14,2016,19
7,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,6,9,2016-05-14,2016,19
8,When Doves Cry,Prince,20,1,23,2016-05-14,2016,19
9,Pillowtalk,Zayn,8,1,13,2016-05-14,2016,19
10,Formation,Beyonce,-,1,-,2016-05-14,2016,19
11,Sorry,Beyonce,-,1,-,2016-05-14,2016,19
12,No,Meghan Trainor,7,3,8,2016-05-14,2016,19
13,Hold Up,Beyonce,-,1,-,2016-05-14,2016,19
14,Don't Let Me Down,The Chainsmokers Featuring Daya,11,11,0,2016-05-14,2016,19
15,Love Yourself,Justin Bieber,9,1,24,2016-05-14,2016,19
16,Stressed Out,Twenty One Pilots,13,2,32,2016-05-14,2016,19
17,"Me, Myself & I",G-Eazy x Bebe Rexha,10,7,26,2016-05-14,2016,19
18,6 Inch,Beyonce Featuring The Weeknd,-,1,-,2016-05-14,2016,19
19,My House,Flo Rida,12,4,25,2016-05-14,2016,19
20,Little Red Corvette,Prince,29,6,24,2016-05-14,2016,19
21,Dangerous Woman,Ariana Grande,15,10,7,2016-05-14,2016,19
22,Needed Me,Rihanna,23,13,23,2016-05-14,2016,19
23,Kiss,Prince And The Revolution,28,1,20,2016-05-14,2016,19
24,Cake By The Ocean,DNCE,11,9,28,2016-05-14,2016,19
25,Let's Go Crazy,Prince And The Revolution,39,1,21,2016-05-14,2016,19
26,Never Forget You,Zara Larsson & MNEK,16,15,11,2016-05-14,2016,19
27,1999,Prince,41,12,30,2016-05-14,2016,19
28,Don't Hurt Yourself,Beyonce Featuring Jack White,-,1,-,2016-05-14,2016,19
29,Low Life,Future Featuring The Weeknd,18,18,12,2016-05-14,2016,19
30,Oui,Jeremih,22,19,17,2016-05-14,2016,19
31,Sorry,Justin Bieber,21,1,27,2016-05-14,2016,19
32,2 Phones,Kevin Gates,19,17,17,2016-05-14,2016,19
33,Raspberry Beret,Prince And The Revolution,-,2,18,2016-05-14,2016,19
34,Middle,DJ Snake Featuring Bipolar Sunshine,24,20,15,2016-05-14,2016,19
35,Freedom,Beyonce Featuring Kendrick Lamar,-,1,-,2016-05-14,2016,19
36,Close,Nick Jonas Featuring Tove Lo,26,26,5,2016-05-14,2016,19
37,Pray You Catch Me,Beyonce,-,1,-,2016-05-14,2016,19
38,All Night,Beyonce,-,1,-,2016-05-14,2016,19
39,I Would Die 4 U,Prince And The Revolution,-,8,16,2016-05-14,2016,19
40,Pop Style,Drake Featuring The Throne,25,16,4,2016-05-14,2016,19
41,Daddy Lessons,Beyonce,-,1,-,2016-05-14,2016,19
42,Let It Go,James Bay,31,30,19,2016-05-14,2016,19
43,Sandcastles,Beyonce,-,1,-,2016-05-14,2016,19
44,Exchange,Bryson Tiller,32,26,27,2016-05-14,2016,19
45,Stitches,Shawn Mendes,30,4,49,2016-05-14,2016,19
46,One Call Away,Charlie Puth,27,12,22,2016-05-14,2016,19
47,Love Drought,Beyonce,-,1,-,2016-05-14,2016,19
48,Roses,The Chainsmokers Featuring Rozes,33,6,28,2016-05-14,2016,19
49,Jumpman,Drake & Future,34,12,32,2016-05-14,2016,19
50,Don't,Bryson Tiller,37,13,31,2016-05-14,2016,19
51,Somewhere On A Beach,Dierks Bentley,38,35,13,2016-05-14,2016,19
52,Think Of You,Chris Young Duet With Cassadee Pope,45,40,11,2016-05-14,2016,19
53,Humble And Kind,Tim McGraw,44,30,12,2016-05-14,2016,19
54,Cheap Thrills,Sia Featuring Sean Paul,47,39,11,2016-05-14,2016,19
55,Lost Boy,Ruth B,50,41,10,2016-05-14,2016,19
56,Cut It,O.T. Genasis Featuring Young Dolph,43,43,10,2016-05-14,2016,19
57,Wild Things,Alessia Cara,52,52,10,2016-05-14,2016,19
58,Youth,Troye Sivan,49,23,13,2016-05-14,2016,19
59,The Sound Of Silence,Disturbed,46,42,10,2016-05-14,2016,19
60,Snapback,Old Dominion,51,50,14,2016-05-14,2016,19
61,Came Here To Forget,Blake Shelton,53,40,8,2016-05-14,2016,19
62,T-Shirt,Thomas Rhett,56,56,9,2016-05-14,2016,19
63,Forward,Beyonce Featuring James Blake,-,1,-,2016-05-14,2016,19
64,My Church,Maren Morris,61,50,14,2016-05-14,2016,19
65,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,60,60,5,2016-05-14,2016,19
66,Ride,Twenty One Pilots,74,7,74,2016-05-14,2016,19
67,Kiss It Better,Rihanna,70,4,70,2016-05-14,2016,19
68,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",65,65,5,2016-05-14,2016,19
69,Mind Reader,Dustin Lynch,67,10,67,2016-05-14,2016,19
70,Back To Sleep,Chris Brown,57,20,20,2016-05-14,2016,19
71,Never Be Like You,Flume Featuring Kai,72,4,72,2016-05-14,2016,19
72,You Should Be Here,Cole Swindell,55,31,20,2016-05-14,2016,19
73,Summer Sixteen,Drake,66,6,13,2016-05-14,2016,19
74,Team,Iggy Azalea,67,42,6,2016-05-14,2016,19
75,Just Like Fire,P!nk,42,42,2,2016-05-14,2016,19
76,Really Really,Kevin Gates,68,54,19,2016-05-14,2016,19
77,Promise,Kid Ink Featuring Fetty Wap,63,57,11,2016-05-14,2016,19
78,I Like The Sound Of That,Rascal Flatts,59,52,14,2016-05-14,2016,19
79,Might Not,Belly Featuring The Weeknd,71,68,10,2016-05-14,2016,19
80,Wicked,Future,73,73,2,2016-05-14,2016,19
81,Confession,Florida Georgia Line,54,53,18,2016-05-14,2016,19
82,"Father Stretch My Hands, Pt. 1",Kanye West,64,37,4,2016-05-14,2016,19
83,Famous,Kanye West,62,34,4,2016-05-14,2016,19
84,Wake Up,Fetty Wap,-,1,-,2016-05-14,2016,19
85,Uber Everywhere,MadeinTYO,80,80,4,2016-05-14,2016,19
86,Body,Dreezy Featuring Jeremih,77,77,6,2016-05-14,2016,19
87,If It Ain't Love,Jason Derulo,84,84,3,2016-05-14,2016,19
88,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,76,75,7,2016-05-14,2016,19
89,Head Over Boots,Jon Pardi,79,79,9,2016-05-14,2016,19
90,New Level,A$AP Ferg Featuring Future,-,3,-,2016-05-14,2016,19
91,Company,Justin Bieber,58,53,12,2016-05-14,2016,19
92,Acquainted,The Weeknd,75,60,18,2016-05-14,2016,19
93,Piece By Piece,Kelly Clarkson,82,8,9,2016-05-14,2016,19
94,Go Flex,Post Malone,-,1,-,2016-05-14,2016,19
95,Law,Yo Gotti Featuring E-40,86,85,3,2016-05-14,2016,19
96,I Hate U I Love U,gnash Featuring Olivia O'Brien,93,93,2,2016-05-14,2016,19
97,Moolah,Young Greatness,85,85,4,2016-05-14,2016,19
98,Lights Come On,Jason Aldean,90,43,4,2016-05-14,2016,19
99,That Don't Sound Like You,Lee Brice,81,64,11,2016-05-14,2016,19
100,Record Year,Eric Church,-,97,3,2016-05-14,2016,19
1,One Dance,Drake Featuring WizKid & Kyla,2,5,2,2016-05-21,2016,20
2,Panda,Desiigner,1,1,11,2016-05-21,2016,20
3,7 Years,Lukas Graham,2,16,2,2016-05-21,2016,20
4,I Took A Pill In Ibiza,Mike Posner,5,16,5,2016-05-21,2016,20
5,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,10,7,2016-05-21,2016,20
6,Work,Rihanna Featuring Drake,1,15,1,2016-05-21,2016,20
7,Don't Let Me Down,The Chainsmokers Featuring Daya,14,12,14,2016-05-21,2016,20
8,Pillowtalk,Zayn,9,1,14,2016-05-21,2016,20
9,This Is What You Came For,Calvin Harris Featuring Rihanna,-,1,-,2016-05-21,2016,20
10,Love Yourself,Justin Bieber,15,1,25,2016-05-21,2016,20
11,Sorry,Beyonce,2,2,0,2016-05-21,2016,20
12,No,Meghan Trainor,3,9,3,2016-05-21,2016,20
13,Needed Me,Rihanna,22,14,22,2016-05-21,2016,20
14,My House,Flo Rida,19,4,26,2016-05-21,2016,20
15,Stressed Out,Twenty One Pilots,16,2,33,2016-05-21,2016,20
16,Hold Up,Beyonce,13,13,2,2016-05-21,2016,20
17,"Me, Myself & I",G-Eazy x Bebe Rexha,7,27,7,2016-05-21,2016,20
18,Dangerous Woman,Ariana Grande,21,10,8,2016-05-21,2016,20
19,Formation,Beyonce,10,10,2,2016-05-21,2016,20
20,H.O.L.Y.,Florida Georgia Line,-,1,-,2016-05-21,2016,20
21,Pop Style,Drake Featuring The Throne,40,16,5,2016-05-21,2016,20
22,Cake By The Ocean,DNCE,24,9,29,2016-05-21,2016,20
23,Never Forget You,Zara Larsson & MNEK,26,15,12,2016-05-21,2016,20
24,Low Life,Future Featuring The Weeknd,29,18,13,2016-05-21,2016,20
25,Oui,Jeremih,30,19,18,2016-05-21,2016,20
26,2 Phones,Kevin Gates,32,17,18,2016-05-21,2016,20
27,Sorry,Justin Bieber,31,1,28,2016-05-21,2016,20
28,6 Inch,Beyonce Featuring The Weeknd,18,18,2,2016-05-21,2016,20
29,My Boo,Ghost Town DJ's,-,32,-,2016-05-21,2016,20
30,Middle,DJ Snake Featuring Bipolar Sunshine,34,20,16,2016-05-21,2016,20
31,Close,Nick Jonas Featuring Tove Lo,36,26,6,2016-05-21,2016,20
32,Let It Go,James Bay,42,30,20,2016-05-21,2016,20
33,Hype,Drake,-,1,-,2016-05-21,2016,20
34,Controlla,Drake,-,1,-,2016-05-21,2016,20
35,Exchange,Bryson Tiller,44,26,28,2016-05-21,2016,20
36,Stitches,Shawn Mendes,45,4,50,2016-05-21,2016,20
37,Don't Hurt Yourself,Beyonce Featuring Jack White,28,28,2,2016-05-21,2016,20
38,Grammys,Drake Featuring Future,-,1,-,2016-05-21,2016,20
39,One Call Away,Charlie Puth,46,12,23,2016-05-21,2016,20
40,Still Here,Drake,-,1,-,2016-05-21,2016,20
41,Somewhere On A Beach,Dierks Bentley,51,35,14,2016-05-21,2016,20
42,Lost Boy,Ruth B,55,41,11,2016-05-21,2016,20
43,Roses,The Chainsmokers Featuring Rozes,48,6,29,2016-05-21,2016,20
44,U With Me?,Drake,-,1,-,2016-05-21,2016,20
45,9,Drake,-,1,-,2016-05-21,2016,20
46,Don't,Bryson Tiller,50,13,32,2016-05-21,2016,20
47,With You,Drake Featuring PARTYNEXTDOOR,-,1,-,2016-05-21,2016,20
48,Cheap Thrills,Sia Featuring Sean Paul,54,39,12,2016-05-21,2016,20
49,Childs Play,Drake,-,1,-,2016-05-21,2016,20
50,Think Of You,Chris Young Duet With Cassadee Pope,52,40,12,2016-05-21,2016,20
51,Humble And Kind,Tim McGraw,53,30,13,2016-05-21,2016,20
52,Too Good,Drake Featuring Rihanna,-,1,-,2016-05-21,2016,20
53,Feel No Ways,Drake,-,1,-,2016-05-21,2016,20
54,Weston Road Flows,Drake,-,1,-,2016-05-21,2016,20
55,Just Like Fire,P!nk,75,42,3,2016-05-21,2016,20
56,Wild Things,Alessia Cara,57,52,11,2016-05-21,2016,20
57,Cut It,O.T. Genasis Featuring Young Dolph,56,43,11,2016-05-21,2016,20
58,Ride,Twenty One Pilots,66,8,66,2016-05-21,2016,20
59,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,65,6,65,2016-05-21,2016,20
60,Snapback,Old Dominion,50,15,50,2016-05-21,2016,20
61,Redemption,Drake,-,1,-,2016-05-21,2016,20
62,T-Shirt,Thomas Rhett,56,10,56,2016-05-21,2016,20
63,Don't Mind,Kent Jones,-,1,-,2016-05-21,2016,20
64,All Night,Beyonce,38,38,2,2016-05-21,2016,20
65,Freedom,Beyonce Featuring Kendrick Lamar,35,35,2,2016-05-21,2016,20
66,Daddy Lessons,Beyonce,41,41,2,2016-05-21,2016,20
67,The Sound Of Silence,Disturbed,59,42,11,2016-05-21,2016,20
68,Keep The Family Close,Drake,-,1,-,2016-05-21,2016,20
69,Came Here To Forget,Blake Shelton,61,40,9,2016-05-21,2016,20
70,Pray You Catch Me,Beyonce,37,37,2,2016-05-21,2016,20
